30,0.543104761129465
31,0.5578795935507215
32,0.5436834017566097
33,0.5487394715187682
34,0.5411752175766809
35,0.5426139455423341
36,0.5562341204748953
37,0.5412714398421417
38,0.5450245031930752
39,0.554576989675807
40,0.5501488333257301
41,0.5483120318248665
42,0.545817978626558
43,0.5439461645352316
44,0.5445666484920116
45,0.5484923989919478
46,0.5499225245847377
47,0.5489228112507563
48,0.540225476515972
49,0.5350550505182659
20,0.5390278983490693
21,0.5430398617630864
